ISO Code,CountryName,Year,Preterm,Intrapartum,Sepsis,Tetanus,Congenital,Pneumonia,Diarrhoea,Malaria,AIDS,Measles,Injury,Meningitis,Other,Total,Pneumonia (Newborn),Preterm (Newborn),Intrapartum (Newborn),Sepsis (Newborn),Tetanus (Newborn),Congenital (Newborn),Diarrhoea (Newborn),Other (Newborn),"Pneumonia 
(1-59 months)","Diarrhoea
(1-59 months)","Malaria
(1-59 months)","AIDS
(1-59 months)","Measles
(1-59 months)","Injuries 
(1-59 months)","Meningitis 
(1-59 months)","Other 
(1-59 months)",Total,Pneumonia ,Diarrhoea ,Malaria ,AIDS ,Measles ,Injuries ,Meningitis ,Other ,Total,Pneumonia ,Preterm ,Intrapartum ,Sepsis ,Tetanus ,Congenital ,Diarrhoea ,Other ,Total
CMR,Cameroon,2000,9.2,7.5,2.9,0.5,3.6,18.2,15.7,15.5,4,4.3,3.7,2.9,11.9,100,1.6,7.6,6.6,2.9,0.5,1.2,0.2,1.1,16.6,15.5,15.5,4,4.3,3.6,2.9,15.9,100,21.2,19.8,19.8,5.1,5.5,4.5,3.7,20.3,100,7.3,35,30.6,13.2,2.5,5.4,0.9,5.2,100
CAN,Canada,2000,24.9,9.4,2.2,0,29.1,2.3,0.4,0,0,0,7.4,1.5,22.7,100,0.3,22.4,9.1,2.2,0,16.7,0,8,2,0.4,0,0,0,7.2,1.4,30.1,100,4.9,1,0,0,0,17.4,3.5,73.2,100,0.5,38.1,15.5,3.8,0,28.4,0,13.6,100
CPV,Cape Verde,2000,16.5,7.9,4.1,1.3,13.5,17.1,10.4,0,3.5,5.9,3.4,1.4,15,100,2,15.8,7.6,4.1,1.3,5.8,0,5.9,15.1,10.4,0,3.5,5.9,3,1.4,18.2,100,26.3,18,0,6.1,10.3,5.3,2.4,31.7,100,4.6,37.2,18,9.7,3.1,13.7,0,13.8,100
CAF,Central African Republic,2000,10.4,9,3.6,1.8,2.7,12.9,11,22,6.5,6.3,2.3,4.1,7.4,100,2.1,9.4,8.5,3.6,1.8,1.5,0.3,1.4,10.8,10.6,22,6.4,6.3,2.1,4.1,8.9,100,15.1,14.9,30.9,9,8.8,3,5.8,12.5,100,7.4,32.8,29.7,12.7,6.2,5.2,1.2,4.9,100
TCD,Chad,2000,8.9,9.2,3.5,1.9,3.4,21.7,19.6,6.1,1.4,5.3,3.8,4.3,10.8,100,2.1,7.3,8.3,3.5,1.9,1.6,0.2,1.2,19.6,19.4,6.1,1.4,5.3,3.7,4.3,14.1,100,26.5,26.3,8.2,1.9,7.2,5,5.9,19.1,100,8.1,28,31.8,13.5,7.3,5.9,0.8,4.6,100
CHL,Chile,2000,23.7,4.5,3.2,0,33.5,9.9,0.9,0,0.1,0,9.8,2,12.3,100,1.3,20.9,4.2,3.2,0,19.9,0,2.3,8.6,0.9,0,0.1,0,9.3,1.9,27.3,100,17.9,1.9,0,0.3,0,19.3,3.9,56.7,100,2.5,40.4,8.2,6.3,0,38.3,0,4.4,100
CHN,China,2000,15.1,15.8,0.9,0.7,12.3,20.3,5.2,0,0.1,0.3,15.3,1.5,12.5,100,8.5,14.7,15.8,0.9,0.7,6.7,0.4,8.5,11.9,4.8,0,0.1,0.3,11.4,1.5,14,100,27.1,10.9,0,0.2,0.7,25.9,3.4,31.9,100,15.1,26.1,28.1,1.5,1.2,12,0.7,15.2,100
COL,Colombia,2000,24.7,9,5.4,0,15.3,12.5,5.9,0.1,0.2,0,6.4,1.9,18.4,100,2.4,23.9,8.5,5.4,0,9.3,0,5.2,10.1,5.9,0.1,0.2,0,6,1.8,21.1,100,22.4,13.1,0.3,0.4,0,13.2,3.9,46.6,100,4.4,43.7,15.6,9.9,0,17,0,9.5,100
COM,Comoros,2000,17.7,11.5,6.2,1.2,4.6,20.6,14,1.8,0.1,0,4.8,3.6,14,100,2.9,16.1,10.6,6.2,1.2,2.3,0.5,1.9,17.7,13.5,1.8,0.1,0,4.6,3.6,17,100,30.3,23.2,3,0.1,0,7.9,6.2,29.2,100,6.9,38.6,25.5,14.8,3,5.6,1.1,4.6,100
COG,Congo,2000,11.8,9.2,3.1,0.5,4.2,16.5,12.9,11.9,4.1,7.5,3.8,2,12.5,100,2,10.3,8.4,3.1,0.5,1.8,0.2,1.7,14.5,12.7,11.9,4.1,7.5,3.5,2,15.8,100,20.1,17.6,16.6,5.6,10.4,4.8,2.8,22,100,7.1,36.7,29.9,11.1,1.9,6.4,0.7,6.2,100
COD,Congo DR,2000,9.9,8.2,2.7,0.9,2.5,12.9,10.7,31.8,1.3,5,2.5,3.1,8.6,100,1.8,9,7.7,2.7,0.9,1.4,0.2,1.4,11.1,10.5,31.8,1.3,5,2.3,3.1,10.1,100,14.8,13.9,42.3,1.7,6.7,3,4.1,13.4,100,7.2,36,30.9,10.8,3.5,5.4,0.9,5.4,100
COK,Cook Islands,2000,23.1,10,5.3,0,23,13.4,2.8,0,0,0,5.3,1.5,15.5,100,1.3,21.1,8.7,5.3,0,13.8,0,7.1,12.2,2.8,0,0,0,4.8,1.5,21.6,100,28.4,6.6,0,0,0,11.2,3.4,50.4,100,2.2,36.8,15.2,9.3,0,24.1,0,12.3,100
CRI,Costa Rica,2000,24.3,7.3,4,0,31.7,7.3,3.6,0,0.2,0,4.3,1,16.4,100,1.8,21.9,6.9,4,0,20.3,0,3.4,5.5,3.6,0,0.2,0,4,0.9,27.5,100,13.2,8.6,0,0.6,0,9.7,2.1,65.9,100,3.1,37.6,11.8,6.8,0,34.8,0,5.9,100
CIV,Cote d Ivoire,2000,11.8,10.2,5.9,1.2,2.8,11.2,8.4,27.9,5.1,4.6,2.2,1.5,7.3,100,2.4,11,9.7,5.9,1.1,1.7,0.3,1.9,8.8,8.1,27.9,5,4.6,1.9,1.5,8.2,100,13.3,12.2,42.3,7.6,7,2.9,2.2,12.4,100,7,32.3,28.6,17.4,3.4,4.9,1,5.4,100
HRV,Croatia,2000,30.8,6.7,4.9,0,30.1,5.5,0.4,0,0,0,8.5,1.5,11.6,100,3,28.2,6,4.9,0,19,0,4.1,2.6,0.4,0,0,0,8.5,1.5,22,100,7.3,1,0,0,0,24.5,4.2,62.9,100,4.6,43.3,9.2,7.5,0,29.2,0,6.3,100
CUB,Cuba,2000,15.1,12.1,6.5,0,26.9,6.1,1.4,0,0,0,8.6,3,20.4,100,1.5,15.1,10.5,6.5,0,12.8,0,3.2,4.5,1.4,0,0,0,7.9,3,33.6,100,9,2.8,0,0,0,15.7,6,66.5,100,3.1,30.4,21.1,13,0,25.8,0,6.5,100
CYP,Cyprus,2000,21.4,3.1,2,0,18.5,2.7,0.1,0,0.4,0,7.1,2.1,42.6,100,0,14.1,1.5,2,0,7.7,0,22.9,2.7,0.1,0,0.4,0,6.6,2.1,40,100,5.1,0.2,0,0.7,0,12.8,4,77.2,100,0,29.2,3.1,4.2,0,16,0,47.5,100
CZE,Czech Republic,2000,19.2,11.3,2.3,0,19.9,4.8,0.2,0,0,0,12.8,1.9,27.4,100,0.6,16.1,9.3,2.3,0,10.1,0,9.9,4.2,0.2,0,0,0,12.6,1.9,32.6,100,8.1,0.5,0,0,0,24.5,3.8,63.2,100,1.3,33.2,19.2,4.8,0,21,0,20.5,100
DNK,Denmark,2000,26.9,11.7,1.7,0,34.8,1.4,0,0,0,0,6.6,1.6,15.3,100,0.2,24.7,10.5,1.7,0,20.3,0,6,1.1,0,0,0,0,6.2,1.4,27.9,100,3.1,0,0,0,0,17,3.8,76.2,100,0.4,39,16.6,2.6,0,32,0,9.5,100
DJI,Djibouti,2000,16,13,4.3,1.9,4.6,17.5,12.9,0.2,3.1,7,4.4,2.6,12.4,100,3,14.6,12.4,4.3,1.9,2.8,0.7,3.3,14.5,12.2,0.2,3.1,7,3.8,2.6,13.6,100,25.5,21.4,0.4,5.5,12.4,6.7,4.5,23.8,100,7,34,28.8,9.9,4.3,6.5,1.7,7.8,100
DMA,Dominica,2000,42.3,9.8,4.2,0,21.3,4.3,0,0,0,0,1.6,0,16.5,100,0,38.1,6.8,4.2,0,13.1,0,4.5,4.3,0,0,0,0,1.6,0,27.4,100,13,0,0,0,0,4.7,0,82.3,100,0,57.1,10.3,6.2,0,19.6,0,6.7,100
DOM,Dominican Republic,2000,25.9,13,6.2,0,12.1,13.5,6.9,0,5.2,0,5,1.3,10.8,100,3.3,24.2,12.4,6.2,0,8.4,0.3,3.3,10.3,6.6,0,5.2,0,3.8,1.3,14.6,100,24.6,15.8,0,12.4,0,9.1,3,35,100,5.6,41.5,21.4,10.6,0.1,14.5,0.5,5.7,100
ECU,Ecuador,2000,23.6,6.1,4.5,0,22.4,14.3,2.9,0.3,0.6,0,9.8,0.9,14.7,100,1.5,21.2,5.5,4.5,0,12.6,0,4.7,12.8,2.9,0.3,0.6,0,9.1,0.8,23.4,100,25.6,5.8,0.5,1.2,0,18.3,1.7,46.9,100,3,42.4,11.1,9,0,25.1,0,9.4,100
EGY,Egypt,2000,23.9,10.9,3.2,1.3,12.5,17.4,8.1,0,0,2,2.2,1.5,17,100,3.6,21.3,10.3,3.2,1.3,5.8,0,2.5,13.8,8.1,0,0,2,1.5,1.5,25.1,100,26.5,15.5,0,0,3.9,3,2.8,48.2,100,7.4,44.5,21.4,6.7,2.7,12.1,0,5.2,100
SLV,El Salvador,2000,17.6,8.2,5.5,0.5,15.8,17,8.4,0,1.2,0,7.4,1.6,16.9,100,2.1,17.1,8,5.5,0.5,7,0,3.6,14.8,8.4,0,1.2,0,7,1.6,23.2,100,26.4,14.9,0,2.1,0,12.5,2.9,41.2,100,4.9,39.1,18.2,12.5,1.1,15.9,0,8.3,100
GNQ,Equatorial Guinea,2000,11.9,9.7,3.5,1.2,3.9,15.8,13.2,16.7,2.3,5.8,3.3,1.3,11.4,100,2.2,10.5,9,3.5,1.2,1.7,0.6,2.4,13.6,12.6,16.7,2.3,5.8,2.9,1.3,13.7,100,19.7,18.3,24.2,3.3,8.4,4.2,2,19.9,100,7,33.9,29,11.4,3.8,5.4,1.8,7.6,100
ERI,Eritrea,2000,8.2,8.6,5.2,0.3,3.5,19,12.2,0.3,1.7,22.3,4.9,3.4,10.5,100,2,6.8,7.9,5.2,0.3,1.9,0.2,1.4,17,12.1,0.3,1.6,22.3,4.7,3.4,13.1,100,22.8,16.2,0.3,2.2,29.9,6.3,4.6,17.6,100,7.9,26.5,30.8,20.3,1.2,7.3,0.6,5.3,100
EST,Estonia,2000,15.5,3.9,9.1,0,28.1,7.5,2,0,0,0,24.5,1.1,8.4,100,3.2,15.5,3.9,9.1,0,11,0,5.2,4.2,2,0,0,0,21.2,1.1,23.6,100,8.1,3.9,0,0,0,40.7,2,45.2,100,6.8,32.4,8.1,18.9,0,23,0,10.8,100
ETH,Ethiopia,2000,9.9,11.7,4.8,3.3,3.4,21.1,15.7,1.2,2.9,4.7,4.2,7.1,9.9,100,3,8.3,11.2,4.8,3.3,2,0.3,1.6,18,15.4,1.2,2.9,4.7,3.9,7.1,12.2,100,27.5,23.5,1.8,4.5,7.2,6,10.9,18.6,100,8.8,24,32.4,13.9,9.5,5.7,1,4.7,100
FSM,Federated States of Micronesia,2000,18,13.1,4.3,0.5,9.2,17.7,11.1,0,0,1.1,6.1,2.1,16.8,100,3,16.2,11.9,4.3,0.5,5.5,0.4,3.6,14.7,10.8,0,0,1.1,5.8,2.1,20.1,100,27,19.7,0,0,2.1,10.6,3.9,36.7,100,6.5,35.8,26.2,9.4,1.1,12.2,0.8,7.9,100
FJI,Fiji,2000,19.2,8.2,4.3,0.4,20.1,12.3,5.3,0,0.1,1.9,9.4,2.5,16.4,100,2.2,17.4,7.3,4.3,0.4,9.7,0,5.3,10.1,5.3,0,0.1,1.9,8.9,2.5,24.6,100,19,9.9,0,0.2,3.6,16.7,4.6,46,100,4.7,37.4,15.6,9.2,0.8,20.9,0,11.4,100
FIN,Finland,2000,22.3,7.8,1.7,0,40.4,1.6,1,0,0,0,6.5,0.5,18.2,100,0,19.2,7.3,1.7,0,23,0,6.4,1.6,1,0,0,0,6.5,0.5,32.8,100,3.8,2.3,0,0,0,15.3,1.3,77.3,100,0,33.3,12.6,3,0,40,0,11.1,100
FRA,France,2000,17.3,11.9,3.4,0,27.8,1.5,1.5,0,0.1,0,9.1,2.2,25.2,100,0.2,12.9,10.2,3.4,0,17.6,0,6.1,1.3,1.5,0,0.1,0,8.7,2,36,100,2.7,3.1,0,0.2,0,17.4,4.1,72.5,100,0.4,25.6,20.3,6.7,0,34.9,0,12.2,100
GAB,Gabon,2000,16.4,9.6,4.1,0.5,5.1,13.2,8.9,8,11.8,8.1,3.3,1,9.8,100,2.3,15.1,9,4.1,0.5,2.7,0.2,1.7,10.9,8.7,8,11.6,8.1,3.1,1,12.8,100,17,13.5,12.4,18.1,12.7,4.8,1.6,20,100,6.5,42.3,25.2,11.6,1.4,7.6,0.7,4.7,100
GMB,Gambia The,2000,10.7,11.4,8.4,0.4,4.4,16.4,15.7,6.5,1.2,4.2,4.8,2.5,13.4,100,2.4,9,10.5,8.4,0.4,2,0.1,2.1,14,15.5,6.5,1.2,4.2,4.4,2.5,16.8,100,21.5,23.9,9.9,1.8,6.5,6.8,3.8,25.8,100,6.8,25.7,30.1,24.2,1.2,5.6,0.4,5.9,100
GEO,Georgia,2000,28.4,8.3,5.6,0,14.6,16.9,3.4,0,0.1,0,9.6,1.8,11.2,100,6.9,28.2,8,5.6,0,8.8,0,2.7,10,3.4,0,0.1,0,8.9,1.8,15.7,100,25.1,8.4,0,0.2,0.1,22.2,4.6,39.3,100,11.4,46.8,13.3,9.4,0,14.6,0,4.5,100
DEU,Germany,2000,28.5,5.1,1.7,0,33.4,1.7,0.4,0,0.1,0,7.1,1.8,20.1,100,0.2,23.7,3.7,1.7,0,17.2,0,4.8,1.6,0.4,0,0.1,0,6.5,1.7,38.4,100,3.2,0.7,0,0.2,0.1,13.4,3.6,78.8,100,0.3,46.3,7.2,3.4,0,33.5,0,9.4,100
GHA,Ghana,2000,11.6,11,6.5,0.7,3.6,12.6,8.4,16.7,5.3,10.8,3.1,1.8,7.9,100,2.5,10.7,10.4,6.5,0.7,2.2,0.2,1.9,10.1,8.2,16.7,5.2,10.8,2.7,1.8,9.3,100,15.6,12.6,25.8,8,16.6,4.2,2.8,14.4,100,7.2,30.4,29.7,18.4,1.9,6.3,0.7,5.4,100
GRC,Greece,2000,35.2,5.9,1.4,0,37.5,3.6,0,0,0,0,6.4,1.5,8.5,100,0.5,35.2,5.9,1.4,0,17,0,1.1,3.2,0,0,0,0,6.4,1.5,27.9,100,8.1,0,0,0,0,16.5,3.8,71.5,100,0.8,57.7,9.6,2.3,0,27.8,0,1.8,100
GRD,Grenada,2000,28.8,23.2,11.5,0,3.2,8.6,3.1,0,0,0,7.6,0,14,100,0,25.3,13.9,11.5,0,0.9,0,0,8.6,3.1,0,0,0,7.6,0,29.1,100,17.8,6.3,0,0,0,15.7,0,60.1,100,0,48.9,26.9,22.4,0,1.8,0,0,100
GTM,Guatemala,2000,13.4,12.6,7.1,0,7.5,22.4,12.7,0,0.2,0,7.3,2.6,14.2,100,3,11.2,11.9,7.1,0,4.8,0.3,3.1,19.4,12.4,0,0.2,0,6.6,2.6,17.2,100,33.1,21.2,0.1,0.4,0,11.3,4.5,29.5,100,7.2,27.1,28.7,17.2,0.1,11.7,0.6,7.4,100
GIN,Guinea,2000,8.2,9.2,5.6,0.8,2.9,14.4,12.2,17.2,1.3,14.2,2.7,2.7,8.5,100,2,7.3,8.4,5.6,0.8,1.4,0.2,1.5,12.4,11.9,17.2,1.3,14.2,2.5,2.7,10.4,100,17.1,16.4,23.6,1.8,19.6,3.4,3.7,14.4,100,7.3,26.8,30.8,20.6,3,5.2,0.8,5.4,100
GNB,Guinea-Bissau,2000,11.7,9.5,4.9,2.3,3.3,17.4,15.3,8.3,1.9,9.3,3.2,3.2,9.7,100,2.3,10.3,8.8,4.9,2.3,1.5,0.3,1.5,15.1,15,8.3,1.9,9.3,2.9,3.2,12.4,100,22.2,22,12.2,2.7,13.7,4.3,4.7,18.2,100,7.3,32.2,27.5,15.2,7.2,4.8,1.1,4.7,100
GUY,Guyana,2000,26.9,12.1,8.3,0,9.7,8,11.5,3.1,2.2,0,4.4,0.8,13,100,1.4,26.8,11.7,8.3,0,5.5,0,3.3,6.6,11.5,3.1,2.2,0,4.4,0.7,14.7,100,15.3,26.7,7.1,5,0,10.2,1.6,34.1,100,2.5,47,20.5,14.7,0,9.6,0,5.8,100
HTI,Haiti,2000,11.5,9.7,4.1,0.6,4.7,24.1,17.6,0.5,3.6,0,5.9,4.1,13.6,100,2.3,9.8,8.2,4.1,0.5,1.8,0.4,2.2,21.8,17.2,0.5,3.5,0,5.6,4.1,17.8,100,30.9,24.3,0.7,5,0,7.9,5.9,25.3,100,7.8,33.3,28,13.9,1.8,6,1.5,7.7,100
HND,Honduras,2000,20.1,8.9,6.1,0.4,12.7,13.8,8.7,0.1,1.9,0,1.6,1.4,24.2,100,2.2,18.5,8,6.1,0.4,6.4,0,5.5,11.6,8.7,0.1,1.9,0,1.2,1.4,27.9,100,22,16.5,0.2,3.6,0,2.2,2.7,52.8,100,4.7,39.3,16.9,13,0.8,13.6,0,11.7,100
HUN,Hungary,2000,42.5,4.7,0.3,0,23.9,7.6,0.1,0,0,0,7.3,1.3,12.3,100,1.5,36.4,2.8,0.3,0,11.1,0,4.4,6.1,0.1,0,0,0,5.6,1.2,30.4,100,14,0.3,0,0,0,12.9,2.8,70,100,2.7,64.4,5,0.5,0,19.6,0,7.7,100
ISL,Iceland,2000,32.1,10.7,0,0,18.2,0,0,0,0,0,7.8,0,31.2,100,0,32.1,10.7,0,0,2.5,0,7.6,0,0,0,0,0,7.8,0,39.2,100,0,0,0,0,0,16.7,0,83.3,100,0,60.6,20.2,0,0,4.8,0,14.4,100
IND,India,2000,17.5,13.2,7.6,2.3,4.9,19.2,13.5,0.4,0.4,3,3.1,2.7,12.2,100,3.4,16,12.8,7.6,2.3,3.2,0.7,3.7,15.8,12.8,0.4,0.3,3,2.7,2.7,12.6,100,31.5,25.4,0.8,0.7,5.9,5.5,5.3,25,100,6.9,32.1,25.8,15.3,4.6,6.5,1.4,7.5,100
IDN,Indonesia,2000,14.7,12.6,6,0.3,6.7,18,10,0.2,0,9.4,5.7,3.2,13.4,100,2.7,13.6,11.5,6,0.3,4.9,0.2,3.3,15.3,9.8,0.2,0,9.4,5.1,3.2,14.5,100,26.6,17,0.3,0.1,16.3,8.9,5.5,25.2,100,6.3,32.1,27.1,14.1,0.7,11.4,0.5,7.8,100
IRN,Iran,2000,20.7,12.4,7.5,0.2,11.2,16.7,8.5,0,0.1,0.6,5.8,2.4,13.9,100,2.8,18.7,11.9,7.5,0.2,8,0.1,3.3,13.9,8.4,0,0.1,0.6,5.3,2.4,16.8,100,29.3,17.7,0,0.2,1.2,11.1,5.1,35.5,100,5.4,35.6,22.6,14.3,0.4,15.2,0.3,6.3,100
IRQ,Iraq,2000,17.9,15.2,9.2,0.5,9.4,17.4,9.3,0,0,1,6,1.5,12.6,100,3.6,16.6,14.3,9.2,0.5,6.9,0.4,3.9,13.8,8.9,0,0,1,4.9,1.5,14.5,100,31,20,0,0,2.3,10.9,3.4,32.3,100,6.4,30,25.8,16.6,0.9,12.5,0.7,7.1,100
IRL,Ireland,2000,19.5,5.8,2.1,0,41.2,2.7,0,0,0,0.8,3.2,4.2,20.4,100,0.2,19.1,4.2,2.1,0,27.8,0,3.6,2.5,0,0,0,0.8,3.2,4.2,32.2,100,5.8,0,0,0,1.9,7.4,9.8,75.1,100,0.4,33.4,7.3,3.7,0,48.8,0,6.4,100
ISR,Israel,2000,30.3,3.9,2.7,0,26.3,1.7,0.8,0,0,0,6.3,0.3,27.7,100,0.6,25.9,2.6,2.7,0,16.3,0,5.2,1.1,0.8,0,0,0,5.9,0.2,38.8,100,2.3,1.8,0,0,0,12.6,0.3,83,100,1.1,48.7,4.8,5,0,30.6,0,9.8,100
ITA,Italy,2000,30.3,10.7,1.9,0,31.8,1.7,0,0,0.2,0,4.1,0.4,18.8,100,0.4,30.1,8.4,1.9,0,18,0,3.9,1.3,0,0,0.2,0,4,0.4,31.4,100,3.5,0.1,0,0.6,0,10.6,1.1,84.1,100,0.6,48.1,13.5,3,0,28.7,0,6.1,100
JAM,Jamaica,2000,40.2,13.3,8.4,0,12.6,3.3,1.8,0,9.2,0,1.1,0.6,9.6,100,1.8,39.7,12.9,8.4,0,9.8,0,3.4,1.5,1.8,0,9.1,0,1,0.4,10.1,100,6.2,7.4,0,38,0,4.1,1.8,42.4,100,2.4,52.2,16.9,11.1,0,12.9,0,4.5,100
JPN,Japan,2000,10.5,5.3,2.3,0,40,6.8,0.6,0,0,0.2,12.4,1.1,20.9,100,0.5,8.8,4.8,2.3,0,18.8,0,4.6,6.3,0.6,0,0,0.2,11.8,1.1,40.4,100,10.4,1,0,0,0.4,19.5,1.9,66.9,100,1.2,22.1,12.2,5.7,0,47.3,0,11.5,100
JOR,Jordan,2000,25.5,10.1,5,1.4,17.7,11.6,4.8,0,0,0,8.4,1.4,14.2,100,2.7,24.3,9.8,5,1.4,11.3,0,6.5,8.9,4.8,0,0,0,7.7,1.4,16.2,100,22.9,12.3,0,0.1,0.1,19.7,3.5,41.4,100,4.4,39.9,16,8.2,2.3,18.5,0,10.6,100
KAZ,Kazakhstan,2000,21,11.6,4.6,0.3,11.6,18,9.9,0,0,0,6.2,1.8,14.9,100,2.5,19.6,9.9,4.6,0.3,6.4,0.2,2.6,15.5,9.8,0,0,0,5.5,1.8,21.2,100,28.8,18.1,0,0.1,0,10.3,3.4,39.4,100,5.4,42.6,21.4,10.1,0.6,13.9,0.4,5.7,100
KEN,Kenya,2000,10.2,10.7,4.8,0.5,4.2,17,11.7,6.2,16.1,1.3,4.1,2.6,10.5,100,2.4,8.8,10,4.8,0.5,2.1,0.2,1.9,14.6,11.5,6.2,15.9,1.3,3.8,2.6,13.4,100,21,16.5,9,23,1.9,5.5,3.8,19.3,100,7.9,28.5,32.6,15.6,1.5,6.9,0.6,6.3,100
KIR,Kiribati,2000,14.4,13.3,5.6,0.4,8,20.4,12.6,0,0,0,5.6,3.2,16.5,100,2.7,12.9,11.7,5.6,0.4,4.1,0.2,3.2,17.7,12.4,0,0,0,5.4,3.2,20.5,100,29.9,21,0,0,0,9.1,5.3,34.7,100,6.6,31.5,28.7,13.6,1.1,10,0.6,7.9,100
PRK,Korea DPR,2000,19.4,11.1,4.2,0.4,7.1,19.7,12,0,0,0,6,3.6,16.5,100,2.5,17.7,10.4,4.2,0.4,5,0.2,2.9,17.2,11.8,0,0,0,5.5,3.6,18.7,100,30.2,20.8,0,0,0,9.7,6.3,32.9,100,5.8,40.9,24.1,9.7,0.9,11.5,0.5,6.6,100
KOR,Korea Rep,2000,24.7,6.2,4.6,0,24,5.3,0.8,0,0,0.3,14.9,1.4,17.6,100,0.9,20.5,4.2,4.6,0,12.5,0,2.5,4.4,0.8,0,0,0.3,14.6,1.4,33.4,100,8,1.5,0,0.1,0.6,26.6,2.5,60.7,100,2,45.4,9.3,10.2,0,27.7,0,5.5,100
KWT,Kuwait,2000,23.7,3.8,1.5,0,45.1,6,0.4,0,0,0,6.8,0.9,11.8,100,0.8,21,2.4,1.5,0,24.9,0,2.1,5.2,0.4,0,0,0,6.6,0.7,34.4,100,11.1,0.9,0,0,0,13.8,1.5,72.7,100,1.5,39.9,4.5,2.9,0,47.3,0,3.9,100
KGZ,Kyrgyzstan,2000,10.7,14.4,6.7,0,8.8,33.7,8.4,0,0,0,7.9,2.5,6.9,100,4,10.4,14.1,6.7,0,6.1,0,1.5,29.7,8.4,0,0,0,7.7,2.5,8.9,100,52,14.7,0,0,0,13.5,4.3,15.5,100,9.3,24.2,33,15.8,0,14.3,0,3.5,100
LAO,Lao PDR,2000,10.9,12.6,4.2,2.8,4,22.3,16,0.8,0,6.1,5.2,3.4,11.8,100,3.2,9.4,11.7,4.2,2.8,2.3,0.7,2.6,19.2,15.3,0.8,0,6.1,4.7,3.4,13.7,100,30.4,24.2,1.3,0.1,9.6,7.4,5.3,21.8,100,8.6,25.6,31.8,11.3,7.5,6.3,1.8,7.1,100
LVA,Latvia,2000,16.8,13.6,1.5,0,35,4.6,0,0,0,0,13.8,1.7,13,100,2.3,14,11.8,1.5,0,15.2,0,4.5,2.4,0,0,0,0,12.2,1.7,34.4,100,4.7,0,0,0,0,24.1,3.4,67.8,100,4.6,28.5,23.8,3.1,0,30.8,0,9.2,100
LBN,Lebanon,2000,23.8,9.5,5.5,0,21.7,10.3,3.9,0,0.3,0.2,10.2,1.2,13.4,100,2.9,23.3,9.4,5.5,0,13.9,0,4.6,7.4,3.9,0,0.3,0.2,9.6,1.2,17.9,100,18.2,9.7,0,0.8,0.6,23.7,2.9,44.2,100,4.9,39.2,15.7,9.2,0,23.3,0,7.7,100
LSO,Lesotho,2000,12.5,11.7,5,0.9,4.1,14.4,9.6,0,25.4,1.8,3.1,2.1,9.4,100,2.7,11.3,11.1,5,0.9,2.2,0.4,2.4,11.7,9.3,0,25.2,1.8,2.9,2.1,11.2,100,18.3,14.4,0,39.3,2.8,4.5,3.3,17.4,100,7.6,31.5,30.9,13.8,2.5,6.1,1,6.6,100
LBR,Liberia,2000,8.6,7.1,3.5,0.8,2.6,13.3,12.3,16.8,2.9,18,2.4,3.4,8.3,100,1.6,7.6,6.5,3.5,0.8,1.2,0.3,1.1,11.7,12,16.8,2.9,18,2.3,3.4,10.5,100,15.2,15.5,21.7,3.7,23.2,2.9,4.3,13.5,100,7,33.6,28.7,15.7,3.5,5.3,1.3,4.9,100
LBY,Libya,2000,23.2,11,4.9,0,19.6,11.4,3,0,0,0,8.7,1.6,16.7,100,1.9,22.2,10.7,4.9,0,10.5,0,3.8,9.5,3,0,0,0,8.2,1.6,23.7,100,20.7,6.5,0,0,0,17.8,3.4,51.5,100,3.6,41.2,19.8,9.1,0,19.4,0,7,100
LTU,Lithuania,2000,12.4,7.3,2,0,36.5,9.5,0.3,0,0,0,18.3,2.5,11.3,100,1.5,11.2,6.1,2,0,17.9,0,1.5,8,0.3,0,0,0,17.8,2.5,31.2,100,13.4,0.5,0,0,0,29.8,4.2,52.1,100,3.7,28,15.2,4.9,0,44.5,0,3.7,100
LUX,Luxembourg,2000,20.4,22,1.9,0,12.3,0,0,0,0,0,14,6.8,22.6,100,0,18.8,22,1.9,0,9.2,0,0,0,0,0,0,0,14,6.8,27.2,100,0,0,0,0,0,29.2,14.2,56.6,100,0,36.2,42.3,3.7,0,17.8,0,0,100
MKD,Macedonia,2000,35.5,11,2.3,0,17.1,8.5,9.1,0,0,0,2.9,0.9,12.5,100,0.2,35.1,11,2.3,0,7.5,0,0.5,8.3,9.1,0,0,0,2.9,0.9,22.1,100,19.1,21,0,0,0,6.8,2.2,51,100,0.4,62,19.4,4.1,0,13.2,0,0.8,100
MDG,Madagascar,2000,11.5,9.6,4,0.6,3.7,22.6,16.2,1.3,0.2,6.5,5.3,4.2,14.2,100,2.2,9.6,9,4,0.6,1.8,0.2,1.6,20.4,16,1.3,0.2,6.5,5.1,4.2,17.2,100,28.7,22.6,1.9,0.3,9.2,7.2,5.9,24.3,100,7.7,33.1,31.1,13.6,2,6.3,0.8,5.4,100
MWI,Malawi,2000,8.5,8.1,4.5,0.4,3.1,15.7,13.4,14,15.1,0.2,3.1,3.4,10.6,100,1.7,7.4,7.2,4.5,0.4,1.3,0.2,1.6,14,13.2,14,15,0.2,2.8,3.4,13.2,100,18.5,17.4,18.5,19.8,0.2,3.7,4.4,17.4,100,7.2,30.4,29.6,18.3,1.7,5.2,0.9,6.6,100
