ISO Code,CountryName,Year,Preterm,Intrapartum,Sepsis,Tetanus,Congenital,Pneumonia,Diarrhoea,Malaria,AIDS,Measles,Injury,Meningitis,Other,Total,Pneumonia (Newborn),Preterm (Newborn),Intrapartum (Newborn),Sepsis (Newborn),Tetanus (Newborn),Congenital (Newborn),Diarrhoea (Newborn),Other (Newborn),"Pneumonia 
(1-59 months)","Diarrhoea
(1-59 months)","Malaria
(1-59 months)","AIDS
(1-59 months)","Measles
(1-59 months)","Injuries 
(1-59 months)","Meningitis 
(1-59 months)","Other 
(1-59 months)",Total,Pneumonia ,Diarrhoea ,Malaria ,AIDS ,Measles ,Injuries ,Meningitis ,Other ,Total,Pneumonia ,Preterm ,Intrapartum ,Sepsis ,Tetanus ,Congenital ,Diarrhoea ,Other ,Total
GIN,Guinea,2016,8.9,9.9,5.8,0.2,4.4,16.9,8.5,20.7,1.4,3.1,4.9,3,12.3,100,2,7.6,8.7,5.8,0.2,2.1,0.1,1.7,14.9,8.4,20.7,1.4,3.1,4.7,3,15.7,100,20.8,11.7,28.8,2,4.3,6.5,4.1,21.8,100,7.1,26.8,30.8,20.7,0.7,7.3,0.4,6,100
GNB,Guinea-Bissau,2016,13.7,14.6,9,0.7,6.2,18,8.9,3.8,2,0.6,5.6,2.7,14.1,100,3.2,11.8,13.5,9,0.7,3.3,0.2,2.6,14.8,8.7,3.8,2,0.6,5.3,2.7,17.9,100,26.5,15.6,6.8,3.5,1.1,9.4,4.9,32.1,100,7.2,26.6,30.6,20.3,1.6,7.3,0.6,5.8,100
GUY,Guyana,2016,19.8,14.5,11,0,11.6,8.2,4.2,2.5,1.2,0,8,1.7,17.4,100,3,19.5,14.2,11,0,6.8,0,7.5,5.2,4.2,2.5,1.2,0,7.2,1.5,16.1,100,13.7,11,6.7,3.1,0,19.1,4,42.4,100,4.8,31.5,22.9,17.8,0,10.9,0,12.1,100
HTI,Haiti,2016,14,11,6.5,0.2,7,21.7,9.8,0.3,1.5,0,7.5,3.3,17.1,100,2.4,12,9.3,6.5,0.2,3,0.3,3.1,19.3,9.5,0.3,1.5,0,7,3.3,22.2,100,30.6,15.1,0.5,2.3,0,11.1,5.2,35.2,100,6.6,32.7,25.2,17.7,0.6,8.1,0.9,8.3,100
HND,Honduras,2016,22.2,8.7,6.9,0.5,21.4,11.4,5.6,0.1,0.5,0,3.3,1,18.4,100,2.5,19.9,7.4,6.9,0.5,12,0,6.7,9,5.6,0.1,0.5,0,2.7,1,25.3,100,20.3,12.7,0.1,1.2,0,6.2,2.3,57.2,100,4.4,35.6,13.3,12.3,0.9,21.5,0,11.9,100
HUN,Hungary,2016,38.1,6.2,2.1,0,25.2,4.8,0.4,0,0,0,4.5,2.4,16.2,100,1.1,30.8,4.7,2.1,0,11.8,0,3.2,3.7,0.4,0,0,0,4.1,2.4,35.7,100,8,1,0,0,0,8.9,5.1,77,100,2.1,57.4,8.7,4,0,22,0,5.9,100
ISL,Iceland,2016,26.8,6.7,1.2,0,23.5,0,0,0,0,0,16.1,0,25.6,100,0,26.8,6.7,1.2,0,9.6,0,0,0,0,0,0,0,16.1,0,39.4,100,0,0,0,0,0,29,0,71,100,0,60.4,15.2,2.8,0,21.7,0,0,100
IND,India,2016,27.9,11.7,8,0.5,9,14.6,9.5,0.6,0.4,2.2,3.6,1.7,10.3,100,3,25.9,11.2,8,0.5,6.6,0.4,3.5,11.6,9.1,0.6,0.4,2.2,3.2,1.7,12.2,100,28.3,22.2,1.4,0.9,5.5,7.8,4.2,29.9,100,5.1,43.8,18.9,13.6,0.8,11.1,0.7,5.9,100
IDN,Indonesia,2016,19.2,13.1,6.1,0.2,11.5,15.5,5.8,0.4,1.3,3.4,7,1.2,15.4,100,2.9,18.1,11.9,6.1,0.2,9.2,0.2,3.8,12.6,5.6,0.4,1.3,3.4,6.3,1.2,16.9,100,26.4,11.7,0.9,2.6,7.2,13.2,2.5,35.5,100,5.5,34.7,22.7,11.7,0.3,17.5,0.3,7.2,100
IRN,Iran,2016,23,13.1,8.7,0.1,17.2,12.7,4.3,0,0.2,0,6.4,0.8,13.5,100,3,21,12.6,8.7,0.1,13.1,0.1,4.1,9.7,4.2,0,0.2,0,5.6,0.8,16.7,100,26.1,11.2,0,0.5,0.1,15.1,2.1,45,100,4.8,33.5,20.1,13.8,0.2,20.9,0.2,6.5,100
IRQ,Iraq,2016,21.4,14.9,7.7,0.4,14,15.1,5.1,0,0,0.2,6.7,1,13.6,100,3.5,19.8,13.9,7.7,0.3,10.2,0.3,3.8,11.6,4.9,0,0,0.2,5.4,1,17.6,100,28.6,12,0,0,0.4,13.3,2.4,43.3,100,5.9,33.3,23.3,13,0.6,17.1,0.5,6.3,100
IRL,Ireland,2016,22.7,5.6,2.4,0,42.8,1.9,0.1,0,0,0,2.5,1,21.2,100,0.2,18.7,5.1,2.4,0,25.8,0,7.9,1.7,0.1,0,0,0,2.5,1,34.7,100,4.2,0.1,0,0,0,6.2,2.5,87,100,0.3,31.1,8.5,4,0,42.9,0,13.1,100
ISR,Israel,2016,19.1,5.8,2,0,36.9,1.6,1.1,0,0.1,0,7.1,1.4,25,100,0.2,17.5,5.4,2,0,20.5,0,10,1.4,1.1,0,0.1,0,7,1.1,33.8,100,3.1,2.4,0,0.1,0,15.7,2.6,76,100,0.3,31.5,9.6,3.6,0,37,0,17.9,100
ITA,Italy,2016,24.9,7.4,4.2,0,26.6,1.2,0.1,0,0,0,3.6,0.6,31.3,100,0.2,21.6,6.3,4.2,0,14.1,0,13.7,1,0.1,0,0,0,3.5,0.6,34.8,100,2.5,0.3,0.1,0,0,8.9,1.4,86.9,100,0.4,35.9,10.5,6.9,0,23.4,0,22.8,100
JAM,Jamaica,2016,37.9,10.7,8.7,0,18.8,3.7,0.4,0,0.6,0,2.8,0.9,15.4,100,1.8,37.6,10.7,8.7,0,9.4,0,2.8,1.9,0.4,0,0.6,0,2.8,0.9,22.5,100,6.5,1.4,0,2.1,0,9.6,3,77.4,100,2.5,53,15,12.3,0,13.2,0,4,100
JPN,Japan,2016,8.7,4.7,1.5,0,41.4,6.6,1.7,0,0,0,8.9,0.5,26.1,100,0.4,6.5,3.8,1.5,0,15.7,0,5.1,6.2,1.7,0,0,0,8.5,0.5,50.2,100,9.3,2.5,0,0,0,12.7,0.7,74.9,100,1.2,19.8,11.5,4.6,0,47.5,0,15.4,100
JOR,Jordan,2016,26.7,7.8,5.9,0.3,23.1,8.8,2.7,0,0,0,8.3,1.1,15.2,100,2.2,24.4,7.2,5.9,0.3,14.5,0,6.5,6.6,2.7,0,0,0,7.6,1.1,20.9,100,16.9,7,0,0.1,0,19.5,2.9,53.6,100,3.6,40,11.8,9.6,0.5,23.8,0,10.7,100
KAZ,Kazakhstan,2016,17.2,13.1,6.3,0.1,18.9,13.1,5.4,0,0.3,0,8,0.6,16.8,100,2.7,15.6,11.1,6.3,0.1,12.1,0.1,3.5,10.5,5.3,0,0.3,0,7.6,0.6,24.3,100,21.6,10.9,0,0.6,0,15.6,1.3,50,100,5.2,30.3,21.6,12.2,0.2,23.6,0.2,6.8,100
KEN,Kenya,2016,15,14.6,7.9,0.3,8.9,14.4,6.9,3.9,3.3,0.5,7.2,1.4,15.6,100,3.1,13.1,13.6,7.9,0.3,5.8,0.2,2.6,11.3,6.8,3.9,3.3,0.5,6.7,1.4,19.5,100,21.1,12.7,7.4,6.1,0.9,12.6,2.7,36.5,100,6.7,28,29.1,16.9,0.7,12.5,0.3,5.7,100
KIR,Kiribati,2016,15.6,13,5.6,0.2,10.5,16.6,8,0,0,0,7.3,1.8,21.5,100,2.6,13.8,10.9,5.6,0.2,5.4,0.2,3.5,14,7.8,0,0,0,7.2,1.8,27,100,24.2,13.6,0,0,0,12.4,3,46.8,100,6.1,32.7,25.9,13.2,0.5,12.9,0.4,8.4,100
PRK,Korea DPR,2016,20.1,12,6.8,0.1,13.1,15.2,6.1,0,0,0,7.5,2,17.2,100,2.7,18.3,11.2,6.8,0.1,10.8,0.1,3.7,12.5,6,0,0,0,6.9,2,18.8,100,27.1,12.9,0,0.1,0,14.9,4.4,40.6,100,5,34.2,20.9,12.7,0.2,20.1,0.2,6.9,100
KOR,Korea Rep,2016,28,6.2,4.1,0,25.1,2.1,0.7,0,0,0,9.8,0.9,23,100,0.2,20,4.2,4.1,0,9.2,0,6.5,1.9,0.7,0,0,0,9.1,0.9,43.1,100,3.5,1.3,0,0,0,16.3,1.6,77.3,100,0.4,45.2,9.5,9.3,0,20.9,0,14.7,100
KWT,Kuwait,2016,34.5,2,0.8,0,38.5,6,0.1,0,0.1,0,6.3,0.5,11.1,100,0.2,25.7,1.5,0.8,0,22.1,0,2.5,5.8,0.1,0,0.1,0,5.9,0.5,34.9,100,12.3,0.3,0,0.2,0,12.4,1,73.8,100,0.4,48.7,2.8,1.5,0,41.9,0,4.7,100
KGZ,Kyrgyzstan,2016,26.3,13.9,4.2,0,16.2,20.5,3.8,0,0,0,7.2,1.4,6.4,100,2.1,26,13.7,4.2,0,7.8,0,1.1,18.4,3.8,0,0,0,7.1,1.4,14.4,100,40.8,8.5,0,0,0.1,15.7,3.1,31.9,100,3.8,47.4,25,7.7,0,14.2,0,1.9,100
LAO,Lao PDR,2016,14.8,14,7.3,0.6,6.9,17.7,11,0.1,0.3,0.2,8.4,1.4,17.5,100,3.2,12.7,12.9,7.3,0.5,4.3,0.4,3.6,14.5,10.6,0.1,0.3,0.2,7.6,1.4,20.5,100,26.3,19.2,0.1,0.5,0.3,13.7,2.5,37.3,100,7.1,28.2,28.7,16.3,1.2,9.7,0.9,7.9,100
LVA,Latvia,2016,15.7,16.4,2.1,0,25.2,6,0,0,0,0,11.8,0.6,22.2,100,3.8,14,14.3,2.1,0,12.5,0,4.9,2.2,0,0,0,0,10.9,0.6,34.7,100,4.5,0,0,0,0,22.5,1.3,71.7,100,7.4,27,27.8,4.1,0,24.3,0,9.4,100
LBN,Lebanon,2016,24.3,8.2,4.1,0,28.3,6.1,2.4,0,0.8,0.9,7.3,0.8,16.7,100,1.6,22.5,7.7,4.1,0,16.6,0,7.9,4.5,2.4,0,0.8,0.9,6.7,0.8,23.4,100,11.3,6.1,0,2.1,2.3,16.9,2.1,59.2,100,2.6,37.3,12.8,6.7,0,27.4,0,13.1,100
LSO,Lesotho,2016,16.5,12.4,6.3,0.7,5.7,15,7.8,0,14.6,0.6,4.8,1.5,14.2,100,2.8,14.7,11.6,6.3,0.7,2.9,0.3,2.5,12.2,7.5,0,14.4,0.6,4.5,1.5,17.6,100,20.9,13,0,24.7,1,7.7,2.6,30.2,100,6.6,35.3,27.7,15.1,1.7,7,0.7,5.9,100
LBR,Liberia,2016,10.7,9.7,6.7,0.2,5.6,15.3,7.9,8.6,1.5,11,5.9,2.6,14.3,100,2.1,8.9,8.7,6.7,0.2,2.8,0.1,1.8,13.3,7.8,8.6,1.5,11,5.7,2.6,18.3,100,19.3,11.3,12.5,2.2,16,8.2,3.8,26.7,100,6.6,28.5,27.9,21.5,0.5,8.9,0.4,5.8,100
LBY,Libya,2016,23.8,8.9,3.8,0,27.2,8.9,2.3,0,0,0,7.1,1.1,16.8,100,1.7,20.9,8.1,3.8,0,14.7,0,5.3,7.2,2.3,0,0,0,6.6,1.1,28.4,100,15.8,5.1,0,0,0,14.5,2.5,62.2,100,3.1,38.4,14.9,7,0,27,0,9.7,100
LTU,Lithuania,2016,9.2,9.3,5.7,0,39.8,3.8,0.3,0,0,0,9.1,3.9,18.9,100,0.5,8.4,9.3,5.7,0,18.9,0,4.5,3.3,0.3,0,0,0,7.9,3.9,37.4,100,6.3,0.5,0,0,0,15,7.3,70.8,100,1,17.7,19.7,12.1,0,40.1,0,9.5,100
LUX,Luxembourg,2016,23.9,7.5,1.2,0,31.5,0.7,0,0,0,0,8.2,0.7,26.3,100,0,23.2,7.5,1.2,0,23.2,0,11.7,0.7,0,0,0,0,8.2,0.7,23.7,100,2.2,0,0,0,0,24.6,2.2,71.1,100,0,34.7,11.2,1.8,0,34.8,0,17.6,100
MKD,Macedonia,2016,53.8,5.9,3.3,0,12.8,6.6,1.2,0,0,0,2,1,13.4,100,1.2,52.9,5.7,3.3,0,4.3,0,0.9,5.4,1.2,0,0,0,2,1,22.3,100,16.9,3.7,0,0,0,6.2,3.3,70,100,1.7,77.5,8.4,4.8,0,6.3,0,1.3,100
MDG,Madagascar,2016,13.4,12.7,6.7,0.3,7.8,17.6,8.6,3.6,0.4,1.4,8.4,2.1,17,100,2.9,11,11.9,6.7,0.3,5.2,0.2,2.5,14.7,8.4,3.6,0.4,1.4,8.2,2.1,20.5,100,24.8,14.2,6.1,0.7,2.3,13.8,3.6,34.5,100,7.2,27,29.2,16.4,0.6,12.9,0.6,6.2,100
MWI,Malawi,2016,15.5,12.4,7.8,0.2,8.1,12.9,6.5,7.8,4.6,0.7,6,1.4,16.2,100,2.7,13.9,11.1,7.8,0.2,4.8,0.2,2.5,10.2,6.4,7.8,4.5,0.7,5.6,1.4,20.4,100,17.9,11.2,13.7,8,1.2,9.8,2.4,35.9,100,6.3,32.2,25.8,18,0.5,11.1,0.4,5.8,100
MYS,Malaysia,2016,22.7,8.3,4.3,0,27.9,5.7,1.5,0,0.2,0,7.9,1.2,20.4,100,1,20.1,6.7,4.3,0,14.5,0,7,4.7,1.5,0,0.2,0,7.5,1.2,31.4,100,10.2,3.1,0,0.3,0,16.1,2.6,67.7,100,1.8,37.5,12.5,8.1,0,27.1,0,13.1,100
MDV,Maldives,2016,24.5,9.3,3.8,0.3,29.8,7,1.6,0,0.5,0,4.4,0.8,18.1,100,1.9,22.1,6.3,3.8,0.3,15.5,0,6.3,5.2,1.6,0,0.5,0,3.7,0.8,32.2,100,11.8,3.7,0,1.1,0,8.5,1.7,73.2,100,3.3,39.4,11.2,6.7,0.5,27.6,0,11.2,100
MLI,Mali,2016,11.5,10.2,7.6,0.4,3.9,13.4,8.6,24.4,0.8,0,4.6,1.7,12.9,100,2.3,10,9.3,7.6,0.4,1.8,0.2,1.8,11.1,8.4,24.4,0.8,0,4.3,1.7,15.9,100,16.7,12.6,36.6,1.2,0,6.5,2.5,23.9,100,6.9,29.9,27.8,22.8,1.2,5.5,0.6,5.4,100
MLT,Malta,2016,35.4,6.3,1.3,0,32.1,2.7,0,0,0,0,1.7,0,20.4,100,0,33.9,6.3,1.3,0,24.8,0,2.5,2.7,0,0,0,0,1.7,0,26.6,100,8.6,0,0,0,0,5.6,0,85.9,100,0,49.2,9.2,1.9,0,36,0,3.7,100
MHL,Marshall Islands,2016,18.6,11,6.1,0.2,11.6,17.3,7.4,0,0,0,7.6,1.7,18.5,100,2.5,16.3,9.6,6.1,0.2,6.4,0.2,3.1,14.8,7.2,0,0,0,7.4,1.7,24.5,100,26.6,12.9,0,0,0,13.2,3.1,44.2,100,5.7,36.8,21.7,13.6,0.3,14.4,0.6,7,100
MRT,Mauritania,2016,18.5,10.5,8.7,0.5,5.7,15.8,9.9,3.9,0.3,0.7,6.5,1.6,17.4,100,2.7,16.4,9.3,8.7,0.5,2.5,0.3,2.1,13.1,9.6,3.9,0.3,0.7,6.3,1.6,22,100,22.8,16.8,6.7,0.5,1.3,10.9,2.7,38.3,100,6.4,38.6,21.9,20.4,1.1,5.9,0.7,5,100
MUS,Mauritius,2016,24.1,10.6,9.7,0,27.4,7,1.7,0,0.8,0,4.6,0.8,13.3,100,1.9,20.8,9.1,9.7,0,13,0,6.5,5,1.7,0,0.8,0,3.9,0.8,26.7,100,12.9,4.3,0,2,0,10.1,2,68.7,100,3.2,34,14.9,16,0,21.3,0,10.6,100
MEX,Mexico,2016,20.4,7.4,7.8,0,26.4,10.2,2.9,0,0.1,0,7.7,0.7,16.3,100,2.3,18.7,6.9,7.8,0,13.7,0,3.9,7.9,2.9,0,0.1,0,7.4,0.7,27.7,100,16.9,6.2,0,0.3,0,15.8,1.6,59.3,100,4.4,35,13,14.6,0,25.6,0,7.4,100
MDA,Moldova,2016,15.8,8.5,14.1,0,28.9,17.5,0.4,0,0,0,6.3,1.1,7.5,100,9.7,15.8,8.5,14.1,0,22.3,0,3.5,7.8,0.4,0,0,0,5.6,1.1,11.4,100,29.8,1.5,0,0,0,21.5,4,43.3,100,13.2,21.4,11.5,19,0,30.3,0,4.7,100
MCO,Monaco,2016,38.7,11.4,4.9,0,33.4,0.4,0,0,0,0,0.5,0,10.8,100,0.4,38.7,11.4,4.9,0,33.4,0,11.3,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0.4,38.7,11.4,4.9,0,33.4,0,11.3,100
MNG,Mongolia,2016,16.8,13.1,6.5,0.1,16.7,13.2,5.1,0,0,6.2,6.8,0.9,14.4,100,2.7,15.4,11.5,6.5,0.1,11.5,0.1,3.5,10.5,5.1,0,0,6.2,6,0.9,20,100,21.6,10.4,0,0.1,12.7,12.3,1.9,41,100,5.3,30,22.3,12.7,0.2,22.5,0.2,6.8,100
MNE,Montenegro,2016,30.5,36,2.2,0,7.5,3.9,0,0,0,0,2,1.1,16.7,100,1.7,22.9,30.7,2.2,0,4.9,0,0.6,2.2,0,0,0,0,2,1.1,31.7,100,5.9,0,0,0,0,5.4,3.1,85.6,100,2.7,36.4,48.7,3.5,0,7.8,0,0.9,100
MAR,Morocco,2016,23.4,15,11.3,0.2,13,11.4,4.3,0,0,0,6.5,0.6,14.2,100,3.5,21.8,14.2,11.3,0.2,10,0.3,4.3,7.9,4,0,0,0,5.8,0.6,16.1,100,23,11.7,0,0.1,0,16.8,1.7,46.7,100,5.4,33.2,21.6,17.2,0.4,15.3,0.4,6.5,100
MOZ,Mozambique,2016,13,11.9,8.2,0.3,5.9,13.9,7.4,12.1,6.1,0.4,5.5,1.7,13.7,100,2.7,11.5,10.8,8.2,0.3,3.2,0.2,2.2,11.2,7.1,12.1,6,0.4,5.2,1.7,17.2,100,18.4,11.7,19.9,9.9,0.6,8.5,2.8,28.2,100,6.8,29.4,27.5,21,0.7,8.3,0.5,5.8,100
MMR,Myanmar,2016,16.8,14.4,7.1,0.4,7.8,18.4,8.3,0.1,0.3,0,8,1.8,16.5,100,3,15.5,13,7.1,0.4,5.6,0.3,3.8,15.4,8,0.1,0.3,0,7,1.8,18.8,100,29.9,15.7,0.2,0.6,0.1,13.5,3.5,36.5,100,6.3,31.8,26.8,14.6,0.7,11.5,0.5,7.8,100
NAM,Namibia,2016,16.4,10.7,5.8,0.2,8.2,17,6.9,1,7.9,0.3,7.1,1.3,17.3,100,2.5,14.3,9.7,5.8,0.2,5.1,0.2,2.3,14.6,6.7,1,7.8,0.3,6.8,1.3,21.4,100,24.3,11.3,1.7,13,0.4,11.3,2.2,35.7,100,6.2,35.8,24.3,14.5,0.4,12.6,0.5,5.7,100
NRU,Nauru,2016,25.9,11.9,8.6,0.2,10.5,14.1,6.2,0,0,0,6,1,15.4,100,3.2,24.5,11.1,8.6,0.2,8.1,0.4,3.9,10.9,5.9,0,0,0,5.5,1,16.7,100,27.3,14.7,0,0,0,13.6,2.6,41.8,100,5.3,40.8,18.4,14.4,0.4,13.5,0.6,6.6,100
NPL,Nepal,2016,21.6,14.9,10.4,0.4,9.6,15.2,5.8,0,0.1,0.4,6.3,1.7,13.7,100,3.6,20.5,14,10.4,0.4,8,0.4,3.9,11.6,5.4,0,0.1,0.4,5.8,1.7,13.8,100,30,13.9,0,0.2,1,15,4.3,35.5,100,5.8,33.4,22.9,17.1,0.6,13.1,0.6,6.4,100
NLD,Netherlands,2016,25.2,10.5,7.2,0,28.7,1.5,0.4,0,0,0,4,0.7,21.8,100,0.1,20.9,9.7,7.2,0,19.9,0,8.2,1.4,0.4,0,0,0,3.8,0.6,27.8,100,4.1,1.2,0,0,0,11.2,1.8,81.7,100,0.2,31.6,14.7,11,0,30.1,0,12.4,100
NZL,New Zealand,2016,28.4,5.6,3.1,0,26.1,6.5,0.7,0,0,0,12.3,1.7,15.6,100,2.5,23.4,5,3.1,0,16.9,0,4.8,4,0.7,0,0,0,11.1,1.7,26.9,100,9,1.7,0,0,0,25,3.8,60.5,100,4.4,42.1,9,5.5,0,30.3,0,8.7,100
NIC,Nicaragua,2016,15.8,6.6,8.2,0,22.4,18.6,5.4,0.1,0.1,0,5.8,1.2,15.9,100,3.8,15.8,6.5,8.2,0,9,0,1.2,14.8,5.4,0.1,0.1,0,5.8,1.2,28.2,100,26.6,9.8,0.2,0.1,0,10.5,2.1,50.7,100,8.5,35.5,14.7,18.4,0,20.3,0,2.7,100
NER,Niger,2016,10.9,8.8,6.9,0.2,3.8,19.1,9.2,16.7,0.3,0.4,6,3.6,14.1,100,2.1,9.2,7.8,6.9,0.2,1.8,0.2,1.6,17,9.1,16.7,0.3,0.4,5.7,3.6,17.5,100,24.1,12.9,23.7,0.5,0.6,8.2,5.1,24.9,100,7.1,30.9,26.3,23.1,0.7,6.1,0.5,5.4,100
NGA,Nigeria,2016,12.1,11.6,4.8,0.9,4.8,19,10.1,12.5,2.3,1.8,5.2,2,12.8,100,2.6,10.3,10.5,4.8,0.9,2.2,0.3,1.8,16.4,9.8,12.5,2.3,1.8,4.8,2,16.9,100,24.6,14.8,18.8,3.4,2.8,7.2,3,25.4,100,7.8,31,31.6,14.3,2.7,6.5,0.8,5.3,100
NIU,Niue,2016,4.7,2.5,0,0,21.6,21.6,2.8,0,0,0,19.4,3.4,24,100,0,0,0,0,0,0,0,0,21.6,2.8,0,0,0,19.4,3.4,52.8,100,21.6,2.8,0,0,0,19.4,3.4,52.8,100,0,0,0,0,0,0,0,0,100
NOR,Norway,2016,15.7,11.5,2.4,0,31.1,1.9,0.6,0,0,0,4.1,0.6,32.4,100,0.2,12.5,10.1,2.4,0,18.6,0,14.5,1.6,0.6,0,0,0,4.1,0.6,34.8,100,3.9,1.4,0,0,0,9.7,1.3,83.7,100,0.4,21.5,17.4,4.1,0,31.9,0,24.8,100
OMN,Oman,2016,21.1,7.4,2.8,0,28.1,6.2,1.2,0,0.3,0,11.4,1.2,20.4,100,0.6,19,6.9,2.8,0,13.6,0,6.3,5.6,1.2,0,0.3,0,11,1.2,31.7,100,11.1,2.3,0,0.5,0,21.6,2.3,62.2,100,1.1,38.7,14,5.6,0,27.8,0,12.8,100
PAK,Pakistan,2016,22.4,14,10.9,1.5,5.4,14.8,8.7,0.1,0.1,0.5,6.5,1.1,13.9,100,3.7,21.2,12.9,10.9,1.5,3.6,0.7,4.1,11.1,8,0.1,0.1,0.5,5,1.1,15.5,100,26.9,19.3,0.1,0.2,1.3,12,2.8,37.5,100,6.3,36.1,22.1,18.6,2.5,6.2,1.3,6.9,100
PLW,Palau,2016,26.8,8.1,5.4,0,23.6,7.5,1.3,0,0,0,12.8,1.3,13.2,100,2.2,25.2,7.1,5.4,0,15.6,0,4.5,5.3,1.3,0,0,0,12.2,1.3,20,100,13.2,3.2,0,0,0,30.4,3.3,49.9,100,3.7,42,11.8,9,0,26,0,7.5,100
PAN,Panama,2016,19.8,8,8.3,0,27,13.1,4.6,0,0.3,0,3.2,0.9,14.9,100,3.8,19.2,7.8,8.3,0,15.2,0,4.4,9.3,4.6,0,0.3,0,2.6,0.9,23.6,100,22.6,11.1,0,0.6,0,6.4,2.2,57.1,100,6.4,32.8,13.3,14.1,0,25.9,0,7.5,100
PNG,Papua New Guinea,2016,14.6,13,7,0.4,7.3,15.6,6.4,12.7,1.3,0.7,5.7,1.9,13.4,100,2.9,13.1,12.1,7,0.4,4.8,0.3,3.2,12.8,6.2,12.7,1.3,0.7,5.2,1.9,15.5,100,22.7,11,22.6,2.3,1.2,9.3,3.3,27.6,100,6.6,30,27.5,16,0.9,11,0.6,7.4,100
PRY,Paraguay,2016,23.9,8,6.9,0.4,21.8,10.3,4.3,0,0.6,0,5.9,1.2,16.7,100,2.3,22.1,7,6.9,0.4,12.4,0,5,8,4.3,0,0.6,0,5.4,1.2,24.4,100,18.3,9.9,0,1.3,0,12.3,2.6,55.6,100,4.1,39.4,12.5,12.2,0.6,22.2,0,9,100
PER,Peru,2016,20,7.9,3.8,0.4,24.5,9.9,4.4,0,0.2,0,8.3,1.3,19.1,100,2,18.9,6.6,3.8,0.4,12.6,0,4.5,7.9,4.4,0,0.2,0,7.8,1.3,29.4,100,15.4,8.6,0,0.4,0,15.3,2.6,57.6,100,4.1,38.7,13.4,7.8,0.9,25.7,0,9.3,100
PHL,Philippines,2016,16.5,12,6.3,0.1,10.5,18.6,7.2,0,0.1,0.8,8.6,1.6,17.7,100,2.8,14.5,11.2,6.3,0.1,7.9,0.2,3.9,15.8,7,0,0.1,0.8,8,1.6,20,100,29.7,13.2,0,0.1,1.4,15,3,37.7,100,5.9,31,23.9,13.4,0.3,16.8,0.5,8.2,100
POL,Poland,2016,35.6,4.2,1.6,0,38,4.9,0.1,0,0,0,4.5,0.7,10.4,100,0.7,30.6,3.4,1.6,0,19.5,0,2.8,4.2,0.1,0,0,0,4.2,0.7,32.2,100,10.2,0.3,0,0,0,10,1.8,77.6,100,1.1,52.2,5.8,2.6,0,33.3,0,4.9,100
PRT,Portugal,2016,21,8.2,4.8,0,25.9,5.3,0.4,0,0,0,3.4,1.2,29.8,100,1.4,20.2,8.2,4.8,0,13,0,11,3.9,0.4,0,0,0,3.1,1.2,32.9,100,9.4,0.9,0,0,0,7.4,2.8,79.4,100,2.3,34.5,14,8.2,0,22.2,0,18.7,100
QAT,Qatar,2016,24.4,7,2.1,0,28.8,4.7,0.5,0,0.2,0,11.6,1.1,19.8,100,0.4,20.8,6.1,2.1,0,14.8,0,5.1,4.3,0.5,0,0.2,0,11.3,1.1,33.3,100,8.5,1,0,0.3,0,22.2,2.2,65.8,100,0.8,42.3,12.4,4.2,0,30,0,10.3,100
ROU,Romania,2016,23.1,2.8,0.8,0,23,28.5,0.4,0,0,0,8.1,0.9,12.3,100,5.1,22.8,2.8,0.8,0,12.2,0,3.6,23.3,0.4,0,0,0,7.5,0.9,20.5,100,44.3,0.7,0,0,0,14.3,1.8,38.9,100,10.9,48.2,5.9,1.7,0,25.7,0,7.6,100
RUS,Russian Federation,2016,20.2,6.2,2.8,0,29.4,6.7,0.8,0,0.9,0,9.9,1.2,21.9,100,0.8,18.2,5.1,2.8,0,13,0,4,5.9,0.8,0,0.9,0,9.5,1.2,37.7,100,10.5,1.4,0,1.6,0,16.9,2.2,67.4,100,1.8,41.4,11.6,6.3,0,29.6,0,9.2,100
RWA,Rwanda,2016,15.2,12.3,7.5,0.1,10.5,13,6.6,6,1.8,0.1,7.7,1,18.1,100,2.6,13,11,7.5,0.1,6.4,0.1,2.4,10.4,6.5,6,1.8,0.1,7.3,1,23.6,100,18.4,11.5,10.5,3.2,0.2,12.8,1.8,41.6,100,5.9,30.2,25.5,17.4,0.3,14.9,0.2,5.5,100
KNA,Saint Kitts & Nevis,2016,27.1,28.6,0,0,21.3,1.8,0.3,0,0,0,8.7,2.1,10.1,100,1.8,22.3,20,0,0,12,0,6.4,0,0.3,0,0,0,4.7,2.1,30.4,100,0,0.8,0,0,0,12.5,5.7,81,100,2.9,35.7,32,0,0,19.2,0,10.2,100
LCA,Saint Lucia,2016,38.3,7.8,3.5,0,14.6,7.4,0,0,0,0,2.8,0,25.6,100,2.3,32.8,7.8,3.5,0,10.3,0,12.3,5.2,0,0,0,0,2.8,0,23.1,100,16.6,0,0,0,0,9.1,0,74.3,100,3.3,47.5,11.3,5.1,0,15,0,17.8,100
WSM,Samoa,2016,22.2,6.7,6.1,0,22.2,8.8,6.5,0,0,0,5,1.1,21.4,100,2.6,21.1,6,6.1,0,12.5,0,4.1,6.1,6.5,0,0,0,4.4,1.1,29.5,100,12.9,13.6,0,0,0,9.3,2.3,61.9,100,5,40.2,11.4,11.6,0,23.9,0,7.8,100
